,Q1,Q2,Q3,Q4,Q5,C1,S1,C2,S2,C3,S3,C4,S4,C5,S5,CTotal,STotal,V1,V2,V3,V4,V5,VTotal,PTotal
891,15931,4325,364,544,12048,39827.5,1593.1,6487.5,865.0,20496.84,109.2,2785.28,217.6,46505.28,6024.0,116102.4,8808.9,88576.36,14229.25,25079.6,3916.8,77830.08,209632.09,93529.69
892,1330,13571,939,2902,7408,3325.0,133.0,20356.5,2714.2,52875.09,281.7,14858.24,1160.8,28594.88,3704.0,120009.71,7993.7,7394.8,44648.59,64697.1,20894.4,47855.68,185490.57,65480.86
893,5691,7610,748,609,11286,14227.5,569.1,11415.0,1522.0,42119.88,224.4,3118.08,243.6,43563.96,5643.0,114444.42,8202.1,31641.96,25036.9,51537.2,4384.8,72907.56,185508.42,71064.0
894,14895,6897,30,4274,12004,37237.5,1489.5,10345.5,1379.4,1689.3,9.0,21882.88,1709.6,46335.44,6002.0,117490.62,10589.5,82816.2,22691.13,2067.0,30772.8,77545.84,215892.97,98402.35
895,2522,5695,706,5066,9615,6305.0,252.2,8542.5,1139.0,39754.86,211.8,25937.92,2026.4,37113.9,4807.5,117654.18,8436.9,14022.32,18736.55,48643.4,36475.2,62112.9,179990.37,62336.19
896,1741,5216,891,1742,11687,4352.5,174.1,7824.0,1043.2,50172.21,267.3,8919.04,696.8,45111.82,5843.5,116379.57,8024.9,9679.96,17160.64,61389.9,12542.4,75498.02,176270.92,59891.35
897,9553,14005,122,1493,14319,23882.5,955.3,21007.5,2801.0,6869.82,36.6,7644.16,597.2,55271.34,7159.5,114675.32,11549.6,53114.68,46076.45,8405.8,10749.6,92500.74,210847.27,96171.95
898,11568,178,282,2426,15605,28920.0,1156.8,267.0,35.6,15879.42,84.6,12421.12,970.4,60235.3,7802.5,117722.84,10049.9,64318.08,585.62,19429.8,17467.2,100808.3,202609.0,84886.16
899,9620,15759,111,3362,11480,24050.0,962.0,23638.5,3151.8,6250.41,33.3,17213.44,1344.8,44312.8,5740.0,115465.15,11231.9,53487.2,51847.11,7647.9,24206.4,74160.8,211349.41,95884.26
900,8195,4325,254,14583,538,20487.5,819.5,6487.5,865.0,14302.74,76.2,74664.96,5833.2,2076.68,269.0,118019.38,7862.9,45564.2,14229.25,17500.6,104997.6,3475.48,185767.13,67747.75
901,3384,17869,319,8086,5095,8460.0,338.4,26803.5,3573.8,17962.89,95.7,41400.32,3234.4,19666.7,2547.5,114293.41,9789.8,18815.04,58789.01,21979.1,58219.2,32913.7,190716.05,76422.64
902,6243,17730,775,3562,2978,15607.5,624.3,26595.0,3546.0,43640.25,232.5,18237.44,1424.8,11495.08,1489.0,115575.27,7316.6,34711.08,58331.7,53397.5,25646.4,19237.88,191324.56,75749.29
903,1449,1548,1517,2951,2053,3622.5,144.9,2322.0,309.6,85422.27,455.1,15109.12,1180.4,7924.58,1026.5,114400.47,3116.5,8056.44,5092.92,104521.3,21247.2,13262.38,152180.24,37779.77
904,12746,11781,827,565,5047,31865.0,1274.6,17671.5,2356.2,46568.37,248.1,2892.8,226.0,19481.42,2523.5,118479.09,6628.4,70867.76,38759.49,56980.3,4068.0,32603.62,203279.17,84800.08
905,9284,6690,1037,1219,4708,23210.0,928.4,10035.0,1338.0,58393.47,311.1,6241.28,487.6,18172.88,2354.0,116052.63,5419.1,51619.04,22010.1,71449.3,8776.8,30413.68,184268.92,68216.29
906,1883,6664,877,4786,7294,4707.5,188.3,9996.0,1332.8,49383.87,263.1,24504.32,1914.4,28154.84,3647.0,116746.53,7345.6,10469.48,21924.56,60425.3,34459.2,47119.24,174397.78,57651.25
907,8603,6283,65,4540,15967,21507.5,860.3,9424.5,1256.6,3660.15,19.5,23244.8,1816.0,61632.62,7983.5,119469.57,11935.9,47832.68,20671.07,4478.5,32688.0,103146.82,208817.07,89347.5
908,2638,7074,296,13343,3716,6595.0,263.8,10611.0,1414.8,16667.76,88.8,68316.16,5337.2,14343.76,1858.0,116533.68,8962.6,14667.28,23273.46,20394.4,96069.6,24005.36,178410.1,61876.42
909,11263,5430,1374,640,518,28157.5,1126.3,8145.0,1086.0,77369.94,412.2,3276.8,256.0,1999.48,259.0,118948.72,3139.5,62622.28,17864.7,94668.6,4608.0,3346.28,183109.86,64161.14
910,1550,15825,1000,6486,352,3875.0,155.0,23737.5,3165.0,56310.0,300.0,33208.32,2594.4,1358.72,176.0,118489.54,6390.4,8618.0,52064.25,68900.0,46699.2,2273.92,178555.37,60065.83
911,11333,9785,371,2386,10121,28332.5,1133.3,14677.5,1957.0,20891.01,111.3,12216.32,954.4,39067.06,5060.5,115184.39,9216.5,63011.48,32192.65,25561.9,17179.2,65381.66,203326.89,88142.5
912,1030,16939,716,9182,1118,2575.0,103.0,25408.5,3387.8,40317.96,214.8,47011.84,3672.8,4315.48,559.0,119628.78,7937.4,5726.8,55729.31,49332.4,66110.4,7222.28,184121.19,64492.41
913,2070,55,41,12011,12266,5175.0,207.0,82.5,11.0,2308.71,12.3,61496.32,4804.4,47346.76,6133.0,116409.29,11167.7,11509.2,180.95,2824.9,86479.2,79238.36,180232.61,63823.32
914,154,3583,839,9536,4342,385.0,15.4,5374.5,716.6,47244.09,251.7,48824.32,3814.4,16760.12,2171.0,118588.03,6969.1,856.24,11788.07,57807.1,68659.2,28049.32,167159.93,48571.9
915,5601,6287,429,7303,8934,14002.5,560.1,9430.5,1257.4,24156.99,128.7,37391.36,2921.2,34485.24,4467.0,119466.59,9334.4,31141.56,20684.23,29558.1,52581.6,57713.64,191679.13,72212.54
916,11146,12048,82,10933,2043,27865.0,1114.6,18072.0,2409.6,4617.42,24.6,55976.96,4373.2,7885.98,1021.5,114417.36,8943.5,61971.76,39637.92,5649.8,78717.6,13197.78,199174.86,84757.5
917,12472,3631,307,8169,5883,31180.0,1247.2,5446.5,726.2,17287.17,92.1,41825.28,3267.6,22708.38,2941.5,118447.33,8274.6,69344.32,11945.99,21152.3,58816.8,38004.18,199263.59,80816.26
918,9939,19171,166,9598,1108,24847.5,993.9,28756.5,3834.2,9347.46,49.8,49141.76,3839.2,4276.88,554.0,116370.1,9271.1,55260.84,63072.59,11437.4,69105.6,7157.68,206034.11,89664.01
919,6518,714,254,8794,10298,16295.0,651.8,1071.0,142.8,14302.74,76.2,45025.28,3517.6,39750.28,5149.0,116444.3,9537.4,36240.08,2349.06,17500.6,63316.8,66525.08,185931.62,69487.32
920,13807,919,1218,217,3004,34517.5,1380.7,1378.5,183.8,68585.58,365.4,1111.04,86.8,11595.44,1502.0,117188.06,3518.7,76766.92,3023.51,83920.2,1562.4,19405.84,184678.87,67490.81
921,10111,2139,425,1564,13963,25277.5,1011.1,3208.5,427.8,23931.75,127.5,8007.68,625.6,53897.18,6981.5,114322.61,9173.5,56217.16,7037.31,29282.5,11260.8,90200.98,193998.75,79676.14
922,5357,7786,844,3896,6101,13392.5,535.7,11679.0,1557.2,47525.64,253.2,19947.52,1558.4,23549.86,3050.5,116094.52,6955.0,29784.92,25615.94,58151.6,28051.2,39412.46,181016.12,64921.6
923,2487,11248,631,8555,3548,6217.5,248.7,16872.0,2249.6,35531.61,189.3,43801.6,3422.0,13695.28,1774.0,116117.99,7883.6,13827.72,37005.92,43475.9,61596.0,22920.08,178825.62,62707.63
924,6097,1328,265,5196,15569,15242.5,609.7,1992.0,265.6,14922.15,79.5,26603.52,2078.4,60096.34,7784.5,118856.51,10817.7,33899.32,4369.12,18258.5,37411.2,100575.74,194513.88,75657.37
925,13042,15667,53,8481,4294,32605.0,1304.2,23500.5,3133.4,2984.43,15.9,43422.72,3392.4,16574.84,2147.0,119087.49,9992.9,72513.52,51544.43,3651.7,61063.2,27739.24,216512.09,97424.6
926,8968,6450,187,11182,4417,22420.0,896.8,9675.0,1290.0,10529.97,56.1,57251.84,4472.8,17049.62,2208.5,116926.43,8924.2,49862.08,21220.5,12884.3,80510.4,28533.82,193011.1,76084.67
927,14541,6865,550,7289,498,36352.5,1454.1,10297.5,1373.0,30970.5,165.0,37319.68,2915.6,1922.28,249.0,116862.46,6156.7,80847.96,22585.85,37895.0,52480.8,3217.08,197026.69,80164.23
928,3827,12537,24,16655,179,9567.5,382.7,18805.5,2507.4,1351.44,7.2,85273.6,6662.0,690.94,89.5,115688.98,9648.8,21278.12,41246.73,1653.6,119916.0,1156.34,185250.79,69561.81
929,1498,5223,1342,2036,5349,3745.0,149.8,7834.5,1044.6,75568.02,402.6,10424.32,814.4,20647.14,2674.5,118218.98,5085.9,8328.88,17183.67,92463.8,14659.2,34554.54,167190.09,48971.11
930,12443,10979,83,11546,1850,31107.5,1244.3,16468.5,2195.8,4673.73,24.9,59115.52,4618.4,7141.0,925.0,118506.25,9008.4,69183.08,36120.91,5718.7,83131.2,11951.0,206104.89,87598.64
931,14108,7106,1035,1925,1380,35270.0,1410.8,10659.0,1421.2,58280.85,310.5,9856.0,770.0,5326.8,690.0,119392.65,4602.5,78440.48,23378.74,71311.5,13860.0,8914.8,195905.52,76512.87
932,4244,15426,728,1506,9431,10610.0,424.4,23139.0,3085.2,40993.68,218.4,7710.72,602.4,36403.66,4715.5,118857.06,9045.9,23596.64,50751.54,50159.2,10843.2,60924.26,196274.84,77417.78
933,494,7164,1036,5293,5800,1235.0,49.4,10746.0,1432.8,58337.16,310.8,27100.16,2117.2,22388.0,2900.0,119806.32,6810.2,2746.64,23569.56,71380.4,38109.6,37468.0,173274.2,53467.88
934,6557,5017,185,12116,5972,16392.5,655.7,7525.5,1003.4,10417.35,55.5,62033.92,4846.4,23051.92,2986.0,119421.19,9547.0,36456.92,16505.93,12746.5,87235.2,38579.12,191523.67,72102.48
935,2641,13536,827,6769,2064,6602.5,264.1,20304.0,2707.2,46568.37,248.1,34657.28,2707.6,7967.04,1032.0,116099.19,6959.0,14683.96,44533.44,56980.3,48736.8,13333.44,178267.94,62168.75
936,9276,8641,743,710,9290,23190.0,927.6,12961.5,1728.2,41838.33,222.9,3635.2,284.0,35859.4,4645.0,117484.43,7807.7,51574.56,28428.89,51192.7,5112.0,60013.4,196321.55,78837.12
937,18238,5357,552,2456,4909,45595.0,1823.8,8035.5,1071.4,31083.12,165.6,12574.72,982.4,18948.74,2454.5,116237.08,6497.7,101403.28,17624.53,38032.8,17683.2,31712.14,206455.95,90218.87
938,18546,7962,435,3757,3422,46365.0,1854.6,11943.0,1592.4,24494.85,130.5,19235.84,1502.8,13208.92,1711.0,115247.61,6791.3,103115.76,26194.98,29971.5,27050.4,22106.12,208438.76,93191.15
939,3954,8881,311,9918,7083,9885.0,395.4,13321.5,1776.2,17512.41,93.3,50780.16,3967.2,27340.38,3541.5,118839.45,9773.6,21984.24,29218.49,21427.9,71409.6,45756.18,189796.41,70956.96
940,9510,4455,246,9370,6515,23775.0,951.0,6682.5,891.0,13852.26,73.8,47974.4,3748.0,25147.9,3257.5,117432.06,8921.3,52875.6,14656.95,16949.4,67464.0,42086.9,194032.85,76600.79
941,16724,6382,302,5385,5253,41810.0,1672.4,9573.0,1276.4,17005.62,90.6,27571.2,2154.0,20276.58,2626.5,116236.4,7819.9,92985.44,20996.78,20807.8,38772.0,33934.38,207496.4,91260.0
942,9799,13459,241,9635,3155,24497.5,979.9,20188.5,2691.8,13570.71,72.3,49331.2,3854.0,12178.3,1577.5,119766.21,9175.5,54482.44,44280.11,16604.9,69372.0,20381.3,205120.75,85354.54
943,4131,5893,505,13517,20,10327.5,413.1,8839.5,1178.6,28436.55,151.5,69207.04,5406.8,77.2,10.0,116887.79,7160.0,22968.36,19387.97,34794.5,97322.4,129.2,174602.43,57714.64
944,102,9996,66,11310,11176,255.0,10.2,14994.0,1999.2,3716.46,19.8,57907.2,4524.0,43139.36,5588.0,120012.02,12141.2,567.12,32886.84,4547.4,81432.0,72196.96,191630.32,71618.3
945,3271,6066,304,12552,5513,8177.5,327.1,9099.0,1213.2,17118.24,91.2,64266.24,5020.8,21280.18,2756.5,119941.16,9408.8,18186.76,19957.14,20945.6,90374.4,35613.98,185077.88,65136.72
946,19266,14954,644,1019,630,48165.0,1926.6,22431.0,2990.8,36263.64,193.2,5217.28,407.6,2431.8,315.0,114508.72,5833.2,107118.96,49198.66,44371.6,7336.8,4069.8,212095.82,97587.1
947,7604,16569,470,8493,654,19010.0,760.4,24853.5,3313.8,26465.7,141.0,43484.16,3397.2,2524.44,327.0,116337.8,7939.4,42278.24,54512.01,32383.0,61149.6,4224.84,194547.69,78209.89
948,7508,7760,550,8814,3261,18770.0,750.8,11640.0,1552.0,30970.5,165.0,45127.68,3525.6,12587.46,1630.5,119095.64,7623.9,41744.48,25530.4,37895.0,63460.8,21066.06,189696.74,70601.1
949,970,11979,401,3033,15043,2425.0,97.0,17968.5,2395.8,22580.31,120.3,15528.96,1213.2,58065.98,7521.5,116568.75,11347.8,5393.2,39410.91,27628.9,21837.6,97177.78,191448.39,74879.64
950,10067,14023,130,6968,6666,25167.5,1006.7,21034.5,2804.6,7320.3,39.0,35676.16,2787.2,25730.76,3333.0,114929.22,9970.5,55972.52,46135.67,8957.0,50169.6,43062.36,204297.15,89367.93
951,10516,11913,726,486,6990,26290.0,1051.6,17869.5,2382.6,40881.06,217.8,2488.32,194.4,26981.4,3495.0,114510.28,7341.4,58468.96,39193.77,50021.4,3499.2,45155.4,196338.73,81828.45
952,3975,1648,527,5453,11528,9937.5,397.5,2472.0,329.6,29675.37,158.1,27919.36,2181.2,44498.08,5764.0,114502.31,8830.4,22101.0,5421.92,36310.3,39261.6,74470.88,177565.7,63063.39
953,7776,519,788,487,13115,19440.0,777.6,778.5,103.8,44372.28,236.4,2493.44,194.8,50623.9,6557.5,117708.12,7870.1,43234.56,1707.51,54293.2,3506.4,84722.9,187464.57,69756.45
954,5884,5922,382,13382,618,14710.0,588.4,8883.0,1184.4,21510.42,114.6,68515.84,5352.8,2385.48,309.0,116004.74,7549.2,32715.04,19483.38,26319.8,96350.4,3992.28,178860.9,62856.16
955,646,17418,354,12096,2064,1615.0,64.6,26127.0,3483.6,19933.74,106.2,61931.52,4838.4,7967.04,1032.0,117574.3,9524.8,3591.76,57305.22,24390.6,87091.2,13333.44,185712.22,68137.92
956,6414,16304,79,7353,8393,16035.0,641.4,24456.0,3260.8,4448.49,23.7,37647.36,2941.2,32396.98,4196.5,114983.83,11063.6,35661.84,53640.16,5443.1,52941.6,54218.78,201905.48,86921.65
957,17243,635,360,5819,5350,43107.5,1724.3,952.5,127.0,20271.6,108.0,29793.28,2327.6,20651.0,2675.0,114775.88,6961.9,95871.08,2089.15,24804.0,41896.8,34561.0,199222.03,84446.15
958,1012,8198,167,6678,15072,2530.0,101.2,12297.0,1639.6,9403.77,50.1,34191.36,2671.2,58177.92,7536.0,116600.05,11998.1,5626.72,26971.42,11506.3,48081.6,97365.12,189551.16,72951.11
959,17006,10207,348,6133,2035,42515.0,1700.6,15310.5,2041.4,19595.88,104.4,31400.96,2453.2,7855.1,1017.5,116677.44,7317.1,94553.36,33581.03,23977.2,44157.6,13146.1,209415.29,92737.85
960,7240,7968,321,103,17820,18100.0,724.0,11952.0,1593.6,18075.51,96.3,527.36,41.2,68785.2,8910.0,117440.07,11365.1,40254.4,26214.72,22116.9,741.6,115117.2,204444.82,87004.75
961,16303,17192,560,3609,262,40757.5,1630.3,25788.0,3438.4,31533.6,168.0,18478.08,1443.6,1011.32,131.0,117568.5,6811.3,90644.68,56561.68,38584.0,25984.8,1692.52,213467.68,95899.18
962,1040,13014,66,17360,1252,2600.0,104.0,19521.0,2602.8,3716.46,19.8,88883.2,6944.0,4832.72,626.0,119553.38,10296.6,5782.4,42816.06,4547.4,124992.0,8087.92,186225.78,66672.4
963,9338,16858,161,5920,7536,23345.0,933.8,25287.0,3371.6,9065.91,48.3,30310.4,2368.0,29088.96,3768.0,117097.27,10489.7,51919.28,55462.82,11092.9,42624.0,48682.56,209781.56,92684.29
964,14083,3107,27,1900,17466,35207.5,1408.3,4660.5,621.4,1520.37,8.1,9728.0,760.0,67418.76,8733.0,118535.13,11530.8,78301.48,10222.03,1860.3,13680.0,112830.36,216894.17,98359.04
965,8977,1977,1124,246,7632,22442.5,897.7,2965.5,395.4,63292.44,337.2,1259.52,98.4,29459.52,3816.0,119419.48,5544.7,49912.12,6504.33,77443.6,1771.2,49302.72,184933.97,65514.49
966,1718,1151,1121,4020,7139,4295.0,171.8,1726.5,230.2,63123.51,336.3,20582.4,1608.0,27556.54,3569.5,117283.95,5915.8,9552.08,3786.79,77236.9,28944.0,46117.94,165637.71,48353.76
967,15384,4534,144,4973,10122,38460.0,1538.4,6801.0,906.8,8108.64,43.2,25461.76,1989.2,39070.92,5061.0,117902.32,9538.6,85535.04,14916.86,9921.6,35805.6,65388.12,211567.22,93664.9
968,13808,6414,53,2685,14592,34520.0,1380.8,9621.0,1282.8,2984.43,15.9,13747.2,1074.0,56325.12,7296.0,117197.75,11049.5,76772.48,21102.06,3651.7,19332.0,94264.32,215122.56,97924.81
969,1299,6728,779,9898,2038,3247.5,129.9,10092.0,1345.6,43865.49,233.7,50677.76,3959.2,7866.68,1019.0,115749.43,6687.4,7222.44,22135.12,53673.1,71265.6,13165.48,167461.74,51712.31
970,12792,274,442,5589,7930,31980.0,1279.2,411.0,54.8,24889.02,132.6,28615.68,2235.6,30609.8,3965.0,116505.5,7667.2,71123.52,901.46,30453.8,40240.8,51227.8,193947.38,77441.88
971,16533,12039,311,6538,2457,41332.5,1653.3,18058.5,2407.8,17512.41,93.3,33474.56,2615.2,9484.02,1228.5,119861.99,7998.1,91923.48,39608.31,21427.9,47073.6,15872.22,215905.51,96043.52
972,6728,5816,289,14416,526,16820.0,672.8,8724.0,1163.2,16273.59,86.7,73809.92,5766.4,2030.36,263.0,117657.87,7952.1,37407.68,19134.64,19912.1,103795.2,3397.96,183647.58,65989.71
973,386,8062,941,4721,7512,965.0,38.6,12093.0,1612.4,52987.71,282.3,24171.52,1888.4,28996.32,3756.0,119213.55,7577.7,2146.16,26523.98,64834.9,33991.2,48527.52,176023.76,56810.21
974,6018,3354,144,13714,4104,15045.0,601.8,5031.0,670.8,8108.64,43.2,70215.68,5485.6,15841.44,2052.0,114241.76,8853.4,33460.08,11034.66,9921.6,98740.8,26511.84,179668.98,65427.22
975,2311,3915,156,18588,161,5777.5,231.1,5872.5,783.0,8784.36,46.8,95170.56,7435.2,621.46,80.5,116226.38,8576.6,12849.16,12880.35,10748.4,133833.6,1040.06,171351.57,55125.19
976,14196,11708,342,1835,9024,35490.0,1419.6,17562.0,2341.6,19258.02,102.6,9395.2,734.0,34832.64,4512.0,116537.86,9109.8,78929.76,38519.32,23563.8,13212.0,58295.04,212519.92,95982.06
977,1461,9662,828,1136,12654,3652.5,146.1,14493.0,1932.4,46624.68,248.4,5816.32,454.4,48844.44,6327.0,119430.94,9108.3,8123.16,31787.98,57049.2,8179.2,81744.84,186884.38,67453.44
978,17251,1421,193,5610,7587,43127.5,1725.1,2131.5,284.2,10867.83,57.9,28723.2,2244.0,29285.82,3793.5,114135.85,8104.7,95915.56,4675.09,13297.7,40392.0,49012.02,203292.37,89156.52
979,76,11478,179,8902,11239,190.0,7.6,17217.0,2295.6,10079.49,53.7,45578.24,3560.8,43382.54,5619.5,116447.27,11537.2,422.56,37762.62,12333.1,64094.4,72603.94,187216.62,70769.35
980,3058,13187,1142,771,6175,7645.0,305.8,19780.5,2637.4,64306.02,342.6,3947.52,308.4,23835.5,3087.5,119514.54,6681.7,17002.48,43385.23,78683.8,5551.2,39890.5,184513.21,64998.67
981,16315,5780,864,3333,650,40787.5,1631.5,8670.0,1156.0,48651.84,259.2,17064.96,1333.2,2509.0,325.0,117683.3,4704.9,90711.4,19016.2,59529.6,23997.6,4199.0,197453.8,79770.5
982,2947,16247,454,10848,1836,7367.5,294.7,24370.5,3249.4,25564.74,136.2,55541.76,4339.2,7086.96,918.0,119931.46,8937.5,16385.32,53452.63,31280.6,78105.6,11860.56,191084.71,71153.25
983,5772,18653,238,65,15340,14430.0,577.2,27979.5,3730.6,13401.78,71.4,332.8,26.0,59212.4,7670.0,115356.48,12075.2,32092.32,61368.37,16398.2,468.0,99096.4,209423.29,94066.81
984,10223,863,531,4732,9640,25557.5,1022.3,1294.5,172.6,29900.61,159.3,24227.84,1892.8,37210.4,4820.0,118190.85,8067.0,56839.88,2839.27,36585.9,34070.4,62274.4,192609.85,74419.0
985,11247,6619,268,3207,11860,28117.5,1124.7,9928.5,1323.8,15091.08,80.4,16419.84,1282.8,45779.6,5930.0,115336.52,9741.7,62533.32,21776.51,18465.2,23090.4,76615.6,202481.03,87144.51
986,2925,7167,969,8429,844,7312.5,292.5,10750.5,1433.4,54564.39,290.7,43156.48,3371.6,3257.84,422.0,119041.71,5810.2,16263.0,23579.43,66764.1,60688.8,5452.24,172747.57,53705.86
987,3420,18104,1325,643,550,8550.0,342.0,27156.0,3620.8,74610.75,397.5,3292.16,257.2,2123.0,275.0,115731.91,4892.5,19015.2,59562.16,91292.5,4629.6,3553.0,178052.46,62320.55
988,17619,2311,314,9008,1819,44047.5,1761.9,3466.5,462.2,17681.34,94.2,46120.96,3603.2,7021.34,909.5,118337.64,6831.0,97961.64,7603.19,21634.6,64857.6,11750.74,203807.77,85470.13
989,10236,5163,205,8239,7313,25590.0,1023.6,7744.5,1032.6,11543.55,61.5,42183.68,3295.6,28228.18,3656.5,115289.91,9069.8,56912.16,16986.27,14124.5,59320.8,47241.98,194585.71,79295.8
990,18677,2302,108,6610,7081,46692.5,1867.7,3453.0,460.4,6081.48,32.4,33843.2,2644.0,27332.66,3540.5,117402.84,8545.0,103844.12,7573.58,7441.2,47592.0,45743.26,212194.16,94791.32
991,14475,468,598,5715,3755,36187.5,1447.5,702.0,93.6,33673.38,179.4,29260.8,2286.0,14494.3,1877.5,114317.98,5884.0,80481.0,1539.72,41202.2,41148.0,24257.3,188628.22,74310.24
992,14442,9731,496,4948,3046,36105.0,1444.2,14596.5,1946.2,27929.76,148.8,25333.76,1979.2,11757.56,1523.0,115722.58,7041.4,80297.52,32014.99,34174.4,35625.6,19677.16,201789.67,86067.09
993,13914,16698,390,3895,4070,34785.0,1391.4,25047.0,3339.6,21960.9,117.0,19942.4,1558.0,15710.2,2035.0,117445.5,8441.0,77361.84,54936.42,26871.0,28044.0,26292.2,213505.46,96059.96
994,18287,5205,201,4214,7219,45717.5,1828.7,7807.5,1041.0,11318.31,60.3,21575.68,1685.6,27865.34,3609.5,114284.33,8225.1,101675.72,17124.45,13848.9,30340.8,46634.74,209624.61,95340.28
995,2275,8211,155,11832,6976,5687.5,227.5,12316.5,1642.2,8728.05,46.5,60579.84,4732.8,26927.36,3488.0,114239.25,10137.0,12649.0,27014.19,10679.5,85190.4,45064.96,180598.05,66358.8
996,14171,2511,101,12676,1250,35427.5,1417.1,3766.5,502.2,5687.31,30.3,64901.12,5070.4,4825.0,625.0,114607.43,7645.0,78790.76,8261.19,6958.9,91267.2,8075.0,193353.05,78745.62
997,6823,15573,295,6755,6030,17057.5,682.3,23359.5,3114.6,16611.45,88.5,34585.6,2702.0,23275.8,3015.0,114889.85,9602.4,37935.88,51235.17,20325.5,48636.0,38953.8,197086.35,82196.5
998,6115,464,807,7273,4884,15287.5,611.5,696.0,92.8,45442.17,242.1,37237.76,2909.2,18852.24,2442.0,117515.67,6297.6,33999.4,1526.56,55602.3,52365.6,31550.64,175044.5,57528.83
999,834,2989,101,10366,13603,2085.0,83.4,4483.5,597.8,5687.31,30.3,53073.92,4146.4,52507.58,6801.5,117837.31,11659.4,4637.04,9833.81,6958.9,74635.2,87875.38,183940.33,66103.02
1000,17819,15348,883,9,697,44547.5,1781.9,23022.0,3069.6,49721.73,264.9,46.08,3.6,2690.42,348.5,120027.73,5468.5,99073.64,50494.92,60838.7,64.8,4502.62,214974.68,94946.95
1001,17147,13130,850,542,1346,42867.5,1714.7,19695.0,2626.0,47863.5,255.0,2775.04,216.8,5195.56,673.0,118396.6,5485.5,95337.32,43197.7,58565.0,3902.4,8695.16,209697.58,91300.98
1002,161,5313,1282,847,9020,402.5,16.1,7969.5,1062.6,72189.42,384.6,4336.64,338.8,34817.2,4510.0,119715.26,6312.1,895.16,17479.77,88329.8,6098.4,58269.2,171072.33,51357.07
1003,18411,11178,267,3991,4903,46027.5,1841.1,16767.0,2235.6,15034.77,80.1,20433.92,1596.4,18925.58,2451.5,117188.77,8204.7,102365.16,36775.62,18396.3,28735.2,31673.38,217945.66,100756.89
1004,9635,8335,294,9547,3581,24087.5,963.5,12502.5,1667.0,16555.14,88.2,48880.64,3818.8,13822.66,1790.5,115848.44,8328.0,53570.6,27422.15,20256.6,68738.4,23133.26,193121.01,77272.57
1005,11248,15819,83,1874,13439,28120.0,1124.8,23728.5,3163.8,4673.73,24.9,9594.88,749.6,51874.54,6719.5,117991.65,11782.6,62538.88,52044.51,5718.7,13492.8,86815.94,220610.83,102619.18
1006,4503,11261,14,9520,9943,11257.5,450.3,16891.5,2252.2,788.34,4.2,48742.4,3808.0,38379.98,4971.5,116059.72,11486.2,25036.68,37048.69,964.6,68544.0,64231.78,195825.75,79766.03
1007,15541,19365,465,1467,3773,38852.5,1554.1,29047.5,3873.0,26184.15,139.5,7511.04,586.8,14563.78,1886.5,116158.97,8039.9,86407.96,63710.85,32038.5,10562.4,24373.58,217093.29,100934.32
1008,10717,17459,442,6010,2087,26792.5,1071.7,26188.5,3491.8,24889.02,132.6,30771.2,2404.0,8055.82,1043.5,116697.04,8143.6,59586.52,57440.11,30453.8,43272.0,13482.02,204234.45,87537.41
1009,17748,2819,378,4249,5936,44370.0,1774.8,4228.5,563.8,21285.18,113.4,21754.88,1699.6,22912.96,2968.0,114551.52,7119.6,98678.88,9274.51,26044.2,30592.8,38346.56,202936.95,88385.43
1010,13831,813,407,8819,3393,34577.5,1383.1,1219.5,162.6,22918.17,122.1,45153.28,3527.6,13096.98,1696.5,116965.43,6891.9,76900.36,2674.77,28042.3,63496.8,21918.78,193033.01,76067.58
1011,11169,3979,692,5798,4310,27922.5,1116.9,5968.5,795.8,38966.52,207.6,29685.76,2319.2,16636.6,2155.0,119179.88,6594.5,62099.64,13090.91,47678.8,41745.6,27842.6,192457.55,73277.67
1012,9043,16769,255,1509,11677,22607.5,904.3,25153.5,3353.8,14359.05,76.5,7726.08,603.6,45073.22,5838.5,114919.35,10776.7,50279.08,55170.01,17569.5,10864.8,75433.42,209316.81,94397.46
1013,10093,13733,118,7862,5676,25232.5,1009.3,20599.5,2746.6,6644.58,35.4,40253.44,3144.8,21909.36,2838.0,114639.38,9774.1,56117.08,45181.57,8130.2,56606.4,36666.96,202702.21,88062.83
1014,5119,9133,154,14307,2288,12797.5,511.9,13699.5,1826.6,8671.74,46.2,73251.84,5722.8,8831.68,1144.0,117252.26,9251.5,28461.64,30047.57,10610.6,103010.4,14780.48,186910.69,69658.43
1015,13870,16633,506,4259,2259,34675.0,1387.0,24949.5,3326.6,28492.86,151.8,21806.08,1703.6,8719.74,1129.5,118643.18,7698.5,77117.2,54722.57,34863.4,30664.8,14593.14,211961.11,93317.93
1016,4299,58,84,13280,9176,10747.5,429.9,87.0,11.6,4730.04,25.2,67993.6,5312.0,35419.36,4588.0,118977.5,10366.7,23902.44,190.82,5787.6,95616.0,59276.96,184773.82,65796.32
1017,10620,4058,140,6617,11211,26550.0,1062.0,6087.0,811.6,7883.4,42.0,33879.04,2646.8,43274.46,5605.5,117673.9,10167.9,59047.2,13350.82,9646.0,47642.4,72423.06,202109.48,84435.58
1018,815,13213,998,4118,5191,2037.5,81.5,19819.5,2642.6,56197.38,299.4,21084.16,1647.2,20037.26,2595.5,119175.8,7266.2,4531.4,43470.77,68762.2,29649.6,33533.86,179947.83,60772.03
