inputCSV;10000;120131.22;12198.0;0.95;10
1;2.50;0.1;5.56;
2;1.50;0.2;3.29;
3;56.31;0.3;68.90;
4;5.12;0.4;7.20;
5;3.86;0.5;6.46;
